lakeid,year4,daynum,sampledate,sta,secnview,timeon,timeoff,airtemp,windir,windspd,waveht,cloud,ice
MO,2004,174,2004-06-22,1,2.5,1200,1300,21,NW,10,25,30,
MO,2004,189,2004-07-07,1,2,1030,1200,16,NW,5,10,100,
MO,2004,202,2004-07-20,1,1.6,1100,1145,34,,0,0,5,
MO,2004,218,2004-08-05,1,1.6,1045,1400,23,,0,0,0,
MO,2004,229,2004-08-16,1,1.5,1230,1245,21,SW,15,50,90,
MO,2004,253,2004-09-09,1,1.6,1100,1300,17,0,0,0,100,
MO,2004,280,2004-10-06,1,1.3,1100,1300,15,W,5,15,0,
MO,2004,309,2004-11-04,1,2.8,1200,1400,9,NW,20,80,80,
MO,2005,34,2005-02-03,1,6.5,1100,1300,1,NE,10,,20,1
MO,2005,108,2005-04-18,1,2.5,1130,1330,23,SW,5,10,0,
MO,2005,117,2005-04-27,1,5,1130,1300,8,NW,5,15,100,
MO,2005,130,2005-05-10,1,5.2,1130,1400,25.4,NW,15,15,40,
MO,2005,144,2005-05-24,1,3.9,1150,1335,19,NE,10,10,50,
MO,2005,158,2005-06-07,1,1.8,1100,1400,31,SW,10,15,30,
MO,2005,172,2005-06-21,1,1.4,1200,1310,31,NW,10,10,10,
MO,2005,186,2005-07-05,1,2.2,1230,1400,27,NW,5,15,50,
MO,2005,200,2005-07-19,1,1.3,1150,1250,30,S,2,0,0,
MO,2005,215,2005-08-03,1,0.9,1130,230,27,SW,10,30,70,
MO,2005,227,2005-08-15,1,1.7,1215,1315,28,,0,2,50,
MO,2005,242,2005-08-30,1,1.7,1145,1325,25,NE,8,15,40,
MO,2005,270,2005-09-27,1,1.9,1600,1710,23,W,8,15,5,
MO,2005,307,2005-11-03,1,3.1,1200,1400,18,SW,5,5,70,
MO,2006,95,2006-04-05,1,2.3,1300,1400,12,,0,0,95,
MO,2006,109,2006-04-19,1,3,1215,1330,17,SW,10,20,85,
MO,2006,123,2006-05-03,1,6,1400,1500,19,SW,10,10,100,
MO,2006,136,2006-05-16,1,3.7,1130,1240,16,N,10,15,90,
MO,2006,151,2006-05-31,1,4.8,1330,1430,25,NE,20,40,5,
MO,2006,164,2006-06-13,1,2.8,1130,1330,23,,0,0,10,
MO,2006,178,2006-06-27,1,2.3,1240,1330,21,NE,3,3,40,
MO,2006,193,2006-07-12,1,2,1300,1445,27,E,10,30,60,
MO,2006,206,2006-07-25,1,1.4,1100,1230,26,SW,15,30,60,
MO,2006,220,2006-08-08,1,2,1100,1300,23,E,10,15,75,
MO,2006,233,2006-08-21,1,1.7,1350,1425,26,NW,5,20,50,
MO,2006,250,2006-09-07,1,1.9,1200,1405,26,WNW,5,5,15,
MO,2006,277,2006-10-04,1,1.5,1400,1515,11,NE,15,30,100,
MO,2006,303,2006-10-30,1,1.3,1215,1315,18,S,15,25,50,
MO,2006,345,2006-12-11,1,4.7,1330,1430,2.2,S,8,12,100,
MO,2007,5,2007-01-05,1,5.2,1300,1410,9,N,5,0,75,
MO,2007,57,2007-02-26,1,6.4,1315,1515,0,N,5,,100,1
MO,2007,93,2007-04-03,1,1.4,1400,1500,12,,0,0,100,
MO,2007,107,2007-04-17,1,2.1,1200,1400,14,E,20,30,0,
MO,2007,122,2007-05-02,1,5.2,1100,1230,15,E,10,15,50,
MO,2007,141,2007-05-21,1,5.5,1100,1300,22,S,5,10,0,
MO,2007,149,2007-05-29,1,3.9,1300,1415,27,SE,15,30,30,
MO,2007,162,2007-06-11,1,3.1,1315,1500,28,S,15,15,5,
MO,2007,176,2007-06-25,1,2.3,1300,1400,25,SW,20,15,90,
MO,2007,190,2007-07-09,1,1.5,1420,1545,29,N,10,25,50,
MO,2007,204,2007-07-23,1,1.5,1245,1328,25,S,10,20,10,
MO,2007,219,2007-08-07,1,1.5,1005,1145,26,SW,10,20,60,
MO,2007,232,2007-08-20,1,2,1300,1345,19,NE,5,20,100,
MO,2007,247,2007-09-04,1,1.9,1230,1400,27,SW,10,25,0,
MO,2007,277,2007-10-04,1,1.1,1100,1200,23,SW,10,15,0,
MO,2007,302,2007-10-29,1,1.3,1146,1247,12,SW,15,50,30,
MO,2007,330,2007-11-26,1,1.5,1300,1400,2,N,15,30,100,
MO,2008,63,2008-03-03,1,10,1200,1400,-6,NW,20,,100,1
MO,2008,108,2008-04-17,1,2.1,1130,1305,11,NE,5,10,90,
MO,2008,121,2008-04-30,1,4.5,1236,1420,10,S,15,15,40,
MO,2008,135,2008-05-14,1,6.5,1030,1205,13,N,15,20,10,
MO,2008,149,2008-05-28,1,6,1237,1324,18,NW,5,2,20,
MO,2008,162,2008-06-10,1,3.8,1130,1347,25,W,25,60,40,
MO,2008,176,2008-06-24,1,2.2,1240,1330,26,SW,10,15,60,
MO,2008,190,2008-07-08,1,2,1110,1240,22,SW,6,10,100,
MO,2008,203,2008-07-21,1,1.7,1306,1409,25,,0,0,60,
MO,2008,218,2008-08-05,1,1.5,955,1145,25,N,12,20,60,
MO,2008,231,2008-08-18,1,1.2,1225,1307,26,W,5,10,50,
MO,2008,249,2008-09-05,1,1.4,1325,1450,22,NW,3,10,25,
MO,2008,273,2008-09-29,1,1.3,1250,1350,20,NW,5,8,90,
MO,2008,305,2008-10-31,1,1.4,1350,1500,19,,0,5,5,
MO,2009,36,2009-02-05,1,10.1,1200,1420,-5,SW,15,,10,1
MO,2009,107,2009-04-17,1,1.3,1215,1345,15,,0,0,0,
MO,2009,119,2009-04-29,1,1.8,1200,1300,14,SE,5,20,100,
MO,2009,131,2009-05-11,1,5.9,1321,1425,20,,0,2,60,
MO,2009,148,2009-05-28,1,6.1,1245,1400,19,N,10,15,100,
MO,2009,161,2009-06-10,1,4.1,1100,1300,21,E,5,5,0,
MO,2009,174,2009-06-23,1,5.1,1030,1102,29,,0,0,0,
MO,2009,190,2009-07-09,1,1.7,1030,1145,23,S,5,3,10,
MO,2009,201,2009-07-20,1,1.1,1120,1155,24,E,5,5,50,
MO,2009,216,2009-08-04,1,1.1,1010,1145,24,NW,5,5,75,
MO,2009,232,2009-08-20,1,1.4,1245,1335,21,W,20,50,75,
MO,2009,247,2009-09-04,1,0.9,1055,1205,23,,0,0,30,
MO,2009,273,2009-09-30,1,1.4,1320,1415,10,SW,5,5,10,
MO,2009,303,2009-10-30,1,2.6,1107,1155,17,SW,20,45,100,
MO,2009,338,2009-12-04,1,4.9,1250,1315,-5,NW,15,50,25,
MO,2010,34,2010-02-03,1,4.3,1010,1135,-4,N,5,,25,1
MO,2010,90,2010-03-31,1,1.3,1100,1200,16,WSW,15,30,10,
MO,2010,102,2010-04-12,1,1.3,1030,1150,13,SE,10,15,100,
MO,2010,117,2010-04-27,1,2.5,1400,1430,14,NE,10,25,0,
MO,2010,133,2010-05-13,1,4.2,1030,1130,10,S,5,10,100,
MO,2010,145,2010-05-25,1,4.8,1030,1130,27,SW,5,15,90,
MO,2010,160,2010-06-09,1,2.5,930,1200,24,w,18,35,10,
MO,2010,172,2010-06-21,1,1.5,1100,1215,21,SE,10,15,95,
MO,2010,187,2010-07-06,1,1.6,900,1015,26,SW,10,20,95,
MO,2010,201,2010-07-20,1,1,1030,1115,26,W,5,10,70,
MO,2010,216,2010-08-04,1,1,1000,1230,25,E,5,10,95,
MO,2010,228,2010-08-16,1,1.2,1045,1130,25,NW,18,30,5,
MO,2010,242,2010-08-30,1,1.1,1130,1300,28,S,15,20,70,
MO,2010,281,2010-10-08,1,1.1,1230,1400,25,w,10,20,0,
MO,2010,306,2010-11-02,1,1.7,1145,1315,10,SW,5,5,0,
MO,2011,26,2011-01-26,1,8.5,1200,1430,-5,N,5,,100,
MO,2011,111,2011-04-21,1,2.1,1100,1300,11,S,5,10,80,
MO,2011,123,2011-05-03,1,2,1130,1200,6,ne,10,10,100,
MO,2011,137,2011-05-17,1,4.9,1400,1600,15,E,15,15,5,
MO,2011,152,2011-06-01,1,3.1,1145,1300,23,nw,20,20,20,
MO,2011,165,2011-06-14,1,2.6,1010,1110,23,NE,10,15,70,
MO,2011,179,2011-06-28,1,2,1130,1300,22,W,10,15,0,
MO,2011,193,2011-07-12,1,1.75,1015,1215,25,NE,5,5,10,
MO,2011,207,2011-07-26,1,1.6,1200,1300,30,E,5,15,10,
MO,2011,221,2011-08-09,1,1.3,1030,1230,26,NW,15,30,40,
MO,2011,236,2011-08-24,1,1.2,1000,1040,28,W,7,10,0,
MO,2011,256,2011-09-13,1,2.3,1030,1230,20,N,10,30,0,
MO,2011,277,2011-10-04,1,0.9,1030,1230,22,NA,0,0,0,
MO,2011,305,2011-11-01,1,1.2,1130,1300,14,SW,15,30,30,
MO,2012,96,2012-04-05,1,4,1200,1400,11,E,15,50,10,
MO,2012,109,2012-04-18,1,4,1000,1200,18,SW,20,50,80,
MO,2012,124,2012-05-03,1,5,1100,1200,25,SW,5,10,50,
MO,2012,137,2012-05-16,1,0.7,1030,1200,20,NW,2,1,5,
MO,2012,151,2012-05-30,1,2.7,1045,1215,16,NW,10,20,90,
MO,2012,164,2012-06-12,1,2.3,1115,1315,18,NW,10,30,40,
MO,2012,178,2012-06-26,1,1.1,1230,1330,26,NW,5,5,10,
MO,2012,193,2012-07-11,1,1.5,1100,1215,26,NE,5,10,5,
MO,2012,206,2012-07-24,1,1.6,1250,1400,24,S,2,5,60,
MO,2012,220,2012-08-07,1,1.1,1000,1300,28,W,5,10,0,
MO,2012,234,2012-08-21,1,1.2,1020,1110,24,N/A,0,0,2,
MO,2012,249,2012-09-05,1,1.7,1130,1300,26,NW,20,30,20,
MO,2012,276,2012-10-02,1,1.1,1130,1300,17,E,3,10,0,
MO,2012,306,2012-11-01,1,2.2,1130,1330,7,NW,5,20,50,
SP,1981,155,1981-06-04,1,,,,24.8,S,,,,
SP,1981,167,1981-06-16,1,,,,16,W,7,,,
SP,1981,181,1981-06-30,1,,,,23,,,,0,
SP,1981,197,1981-07-16,1,,,,24.6,,,,,
SP,1981,208,1981-07-27,1,,,,22.5,S,,,,
SP,1981,223,1981-08-11,1,,,,26,SW,5,1,40,
SP,1981,237,1981-08-25,1,,,,,SE,,3,85,
SP,1981,258,1981-09-15,1,,,,,NNW,10,18,25,
SP,1981,265,1981-09-22,1,,,,10.6,E,5,8,40,
SP,1981,292,1981-10-19,1,,,,6,,8,15,95,
SP,1981,336,1981-12-02,1,,,,0,,2,3,99,
SP,1982,20,1982-01-20,1,5.9,1020,1202,-13.2,NE,5,,99,1
SP,1982,55,1982-02-24,1,4.7,1034,1234,-6,NE,5,,99,1
SP,1982,95,1982-04-05,1,3.2,1400,1600,-7.7,NE,10,,99,1
SP,1982,132,1982-05-12,1,3.3,948,1107,12,,7,5,99,
SP,1982,147,1982-05-27,1,5,1423,1627,21,E,3,15,99,
SP,1982,161,1982-06-10,1,5.6,958,1215,14.5,W,13,8,50,
SP,1982,174,1982-06-23,1,7.3,1030,1245,19.1,,0,3,85,
SP,1982,189,1982-07-08,1,7.3,1010,1240,20.6,W,9,4,5,
SP,1982,201,1982-07-20,1,6.4,1116,1250,22.3,SW,2,8,70,
SP,1982,214,1982-08-02,1,5.5,1214,1448,18.3,S,7,8,99,
SP,1982,229,1982-08-17,1,8.3,1007,1217,22.3,,0,0,0,
SP,1982,252,1982-09-09,1,6.8,1443,1700,22.8,SW,14,5,10,
SP,1982,263,1982-09-20,1,6.8,1105,1245,9.8,N,15,20,99,
SP,1982,280,1982-10-07,1,6.3,1000,1200,7,SW,10,10,99,
SP,1982,292,1982-10-19,1,6.3,1050,1255,6,N,7,10,99,
SP,1982,314,1982-11-10,1,4.7,1015,1218,1.8,SSE,7,10,99,
SP,1982,336,1982-12-02,1,6,1258,1500,11.7,SW,8,5,99,
SP,1983,13,1983-01-13,1,5.4,1103,1315,-3.3,,0,,95,1
SP,1983,13,1983-01-13,1,,,,,,,,,1
SP,1983,55,1983-02-24,1,5.5,1350,1630,-7,N,9,,70,1
SP,1983,87,1983-03-28,1,1.8,1045,1305,3,N,5,,0,1
SP,1983,87,1983-03-28,1,,,,,,,,,1
SP,1983,131,1983-05-11,1,4.1,1030,1235,15.2,S,4,3,0,
SP,1983,131,1983-05-11,1,,,,,,,,,
SP,1983,145,1983-05-25,1,3.6,1002,1235,5.5,N,12,10,60,
SP,1983,145,1983-05-25,1,,,,,,,,,
SP,1983,160,1983-06-09,1,5.2,940,1230,16,NW,3,4,0,
SP,1983,160,1983-06-09,1,,,,,,,,,
SP,1983,172,1983-06-21,1,7,1515,1720,25,S,1,2,99,
SP,1983,172,1983-06-21,1,,,,,,,,,
SP,1983,189,1983-07-08,1,5.3,1030,1300,26,S,1,1,0,
SP,1983,189,1983-07-08,1,,,,,,,,,
SP,1983,202,1983-07-21,1,7.7,1010,1300,23,S,1,1,10,
SP,1983,202,1983-07-21,1,,,,,,,,,
SP,1983,213,1983-08-01,1,7.4,1020,1255,22.5,N,8,15,30,
SP,1983,228,1983-08-16,1,7,1447,1705,27,S,1,1,40,
SP,1983,228,1983-08-16,1,,,,,,,,,
SP,1983,249,1983-09-06,1,7.8,1004,1243,18,S,3,7,96,
SP,1983,249,1983-09-06,1,,,,,,,,,
SP,1983,270,1983-09-27,1,7.3,1550,1826,21.8,S,5,3,0,
SP,1983,270,1983-09-27,1,,,,,,,,,
SP,1983,290,1983-10-17,1,7.6,1435,1618,10.7,W,10,10,0,
SP,1983,290,1983-10-17,1,,,,,,,,,
SP,1983,306,1983-11-02,1,5.9,1305,1502,10.3,N,2,2,99,
SP,1983,319,1983-11-15,1,3.4,918,1033,1.8,N,15,3,99,
SP,1983,319,1983-11-15,1,,,,,,,,,
SP,1983,333,1983-11-29,1,4.1,938,1105,-0.6,N,5,2,99,
SP,1984,6,1984-01-06,1,3.2,937,1120,-1.4,NW,10,,30,1
SP,1984,6,1984-01-06,1,,,,,,,,,1
SP,1984,58,1984-02-27,1,5.2,1418,1600,-1.3,N,5,,20,1
SP,1984,58,1984-02-27,1,,,,,,,,,1
SP,1984,101,1984-04-10,1,4.1,1125,1308,5.7,N,5,,99,1
SP,1984,101,1984-04-10,1,,,,,,,,,1
SP,1984,117,1984-04-26,1,3.5,1533,1653,18.7,S,,7,0,
SP,1984,117,1984-04-26,1,,,,,,,,,
SP,1984,130,1984-05-09,1,2.9,1355,1522,9.8,N,7,6,5,
SP,1984,130,1984-05-09,1,,,,,,,,,
SP,1984,142,1984-05-21,1,2.9,1300,1558,22.3,S,10,10,97,
SP,1984,142,1984-05-21,1,,,,,,,,,
SP,1984,156,1984-06-04,1,2.7,1018,1248,22,S,5,3,10,
SP,1984,156,1984-06-04,1,,,,,,,,,
SP,1984,172,1984-06-20,1,3.6,1450,1654,20.2,S,4,2,99,
SP,1984,172,1984-06-20,1,,,,,,,,,
SP,1984,187,1984-07-05,1,6.6,1320,,22,W,5,4,99,
SP,1984,187,1984-07-05,1,,,,,,,,,
SP,1984,198,1984-07-16,1,7,1430,1639,22.4,WNW,7,3,99,
SP,1984,198,1984-07-16,1,,,,,,,,,
SP,1984,213,1984-07-31,1,7.1,915,1152,22,SW,7,3,90,
SP,1984,213,1984-07-31,1,,,,,,,,,
SP,1984,229,1984-08-16,1,7.7,1404,1620,26.1,NE,6,4,25,
SP,1984,229,1984-08-16,1,,,,,,,,,
SP,1984,249,1984-09-05,1,6.9,1408,1655,15.3,W,1,3,50,
SP,1984,249,1984-09-05,1,,,,,,,,,
SP,1984,269,1984-09-25,1,,1020,1236,7,NW,3,2,99,
SP,1984,269,1984-09-25,1,,,,,,,,,
SP,1984,291,1984-10-17,1,6.4,900,1112,5,SW,7,7,45,
SP,1984,291,1984-10-17,1,,,,,,,,,
SP,1984,312,1984-11-07,1,3.2,907,1125,3.6,SSE,5,4,99,
SP,1984,312,1984-11-07,1,,,,,,,,,
SP,1984,331,1984-11-26,1,4.4,1000,1150,6,SW,10,5,99,
SP,1984,331,1984-11-26,1,,,,,,,,,
SP,1985,11,1985-01-11,1,,950,1158,-11.7,NW,3,,99,1
SP,1985,11,1985-01-11,1,,,,,,,,,1
SP,1985,58,1985-02-27,1,8,940,1149,-11,,0,,0,1
SP,1985,58,1985-02-27,1,,,,,,,,,1
SP,1985,85,1985-03-26,1,10.3,924,1115,3.2,,0,,99,1
SP,1985,85,1985-03-26,1,,,,,,,,,1
SP,1985,101,1985-04-11,1,,1034,1130,4,,3,,0,1
SP,1985,119,1985-04-29,1,4.5,1350,1610,20.2,S,10,8,0,
SP,1985,119,1985-04-29,1,,,,,,,,,
SP,1985,135,1985-05-15,1,2.6,1345,1542,15.2,S,1,2,99,
SP,1985,135,1985-05-15,1,,,,,,,,,
SP,1985,149,1985-05-29,1,4.8,1447,1700,14,S,3,3,99,
SP,1985,149,1985-05-29,1,,,,,,,,,
SP,1985,161,1985-06-10,1,5.2,924,1149,15.5,WNW,3,4,50,
SP,1985,161,1985-06-10,1,,,,,,,,,
SP,1985,176,1985-06-25,1,6,914,1130,18.5,SE,10,5,99,
SP,1985,176,1985-06-25,1,,,,,,,,,
SP,1985,191,1985-07-10,1,7,1307,1543,14.5,W,2,0,99,
SP,1985,191,1985-07-10,1,,,,,,,,,
SP,1985,203,1985-07-22,1,7,1315,1529,22,N,8,7,18,
SP,1985,203,1985-07-22,1,,,,,,,,,
SP,1985,217,1985-08-05,1,7.6,947,1130,23,SE,5,2,80,
SP,1985,217,1985-08-05,1,,,,,,,,,
SP,1985,231,1985-08-19,1,5.7,1422,1647,14,NW,10,4,99,
SP,1985,231,1985-08-19,1,,,,,,,,,
SP,1985,253,1985-09-10,1,7.5,1000,1215,13.5,N,9,14,95,
SP,1985,253,1985-09-10,1,,,,,,,,,
SP,1985,273,1985-09-30,1,5.9,1321,1450,6,N,14,13,99,
SP,1985,273,1985-09-30,1,,,,,,,,,
SP,1985,296,1985-10-23,1,4.6,1303,1445,12,S,11,30,99,
SP,1985,296,1985-10-23,1,,,,,,,,,
SP,1985,315,1985-11-11,1,3.1,910,1025,-4,E,6,8,95,
SP,1985,315,1985-11-11,1,,,,,,,,,
SP,1986,14,1986-01-14,1,3.2,935,1140,-7.5,NW,11,,50,1
SP,1986,14,1986-01-14,1,,,,,,,,,1
SP,1986,58,1986-02-27,1,5.2,1032,1215,-9.2,N,9,,0,1
SP,1986,58,1986-02-27,1,,,,,,,,,1
SP,1986,114,1986-04-24,1,3.5,838,1020,13.5,S,7,4,50,
SP,1986,114,1986-04-24,1,,,,,,,,,
SP,1986,127,1986-05-07,1,3,840,1015,9.3,W,6,2,99,
SP,1986,139,1986-05-19,1,4.7,1350,1540,15,N,9,9,10,
SP,1986,139,1986-05-19,1,,,,,,,,,
SP,1986,154,1986-06-03,1,5.9,937,1123,18.5,S,20,15,30,
SP,1986,154,1986-06-03,1,,,,,,,,,
SP,1986,167,1986-06-16,1,6.3,1315,,17.5,NW,18,10,10,
SP,1986,167,1986-06-16,1,,,,,,,,,
SP,1986,181,1986-06-30,1,7.7,925,1110,19.5,E,8,3,5,
SP,1986,181,1986-06-30,1,,,,,,,,,
SP,1986,195,1986-07-14,1,6.2,925,1210,19,SE,8,3,99,
SP,1986,195,1986-07-14,1,,,,,,,,,
SP,1986,210,1986-07-29,1,7,916,1106,26,NNW,3,2,0,
SP,1986,210,1986-07-29,1,,,,,,,,,
SP,1986,223,1986-08-11,1,5.2,910,1200,,NW,13,5,5,
SP,1986,223,1986-08-11,1,,,,,,,,,
SP,1986,237,1986-08-25,1,5,923,1140,18,S,10,5,0,
SP,1986,251,1986-09-08,1,5.5,1338,1600,19.8,W,20,10,5,
SP,1986,251,1986-09-08,1,,,,,,,,,
SP,1986,265,1986-09-22,1,4.8,915,1050,15,SW,5,0,99,
SP,1986,265,1986-09-22,1,,,,,,,,,
SP,1986,280,1986-10-07,1,5.2,923,1210,17,S,15,5,10,
SP,1986,280,1986-10-07,1,,,,,,,,,
SP,1986,294,1986-10-21,1,6,936,,14,,0,0,5,
SP,1986,294,1986-10-21,1,,,,,,,,,
SP,1986,316,1986-11-12,1,3,1030,1300,-12,NW,20,10,50,
SP,1986,316,1986-11-12,1,,,,,,,,,
SP,1987,14,1987-01-14,1,4.1,915,1105,-0.5,N,3,,80,1
SP,1987,14,1987-01-14,1,,,,,,,,,1
SP,1987,55,1987-02-24,1,5.6,927,1145,-4,NW,1,,0,1
SP,1987,55,1987-02-24,1,,,,,,,,,1
SP,1987,83,1987-03-24,1,7.4,850,1040,9,SE,10,,99,1
SP,1987,83,1987-03-24,1,,,,,,,,,1
SP,1987,110,1987-04-20,1,4.4,845,1029,19,SSW,12,13,95,
SP,1987,110,1987-04-20,1,,,,,,,,,
SP,1987,125,1987-05-05,1,4,844,1000,14,SW,2,1,2,
SP,1987,125,1987-05-05,1,,,,,,,,,
SP,1987,140,1987-05-20,1,5.3,918,1131,,SW,3,2,99,
SP,1987,140,1987-05-20,1,,,,,,,,,
SP,1987,153,1987-06-02,1,5.8,908,1045,,SW,4,2,1,
SP,1987,153,1987-06-02,1,,,,,,,,,
SP,1987,162,1987-06-11,1,6,825,1000,,S,5,4,99,
SP,1987,162,1987-06-11,1,,,,,,,,,
SP,1987,180,1987-06-29,1,7.9,919,1059,,N,7,4,70,
SP,1987,180,1987-06-29,1,,,,,,,,,
SP,1987,194,1987-07-13,1,,857,1059,,N,6,4,80,
SP,1987,194,1987-07-13,1,,,,,,,,,
SP,1987,210,1987-07-29,1,7.5,940,1138,,,0,0,30,
SP,1987,210,1987-07-29,1,,,,,,,,,
SP,1987,223,1987-08-11,1,6.5,932,1130,,S,10,7,3,
SP,1987,223,1987-08-11,1,,,,,,,,,
SP,1987,238,1987-08-26,1,6.8,854,1003,,E,3,3,98,
SP,1987,238,1987-08-26,1,,,,,,,,,
SP,1987,251,1987-09-08,1,7.1,828,1043,,W,3,2,99,
SP,1987,251,1987-09-08,1,,,,,,,,,
SP,1987,264,1987-09-21,1,4.8,903,1048,,NNE,18,10,99,
SP,1987,264,1987-09-21,1,,,,,,,,,
SP,1987,278,1987-10-05,1,4.6,855,1120,,SE,14,7,99,
SP,1987,278,1987-10-05,1,,,,,,,,,
SP,1987,293,1987-10-20,1,3.8,1340,1532,,SW,5,3,99,
SP,1987,293,1987-10-20,1,,,,,,,,,
SP,1987,306,1987-11-02,1,2.7,1205,1405,,S,6,4,99,
SP,1987,306,1987-11-02,1,,,,,,,,,
SP,1987,320,1987-11-16,1,3.2,910,1055,,S,13,13,99,
SP,1987,320,1987-11-16,1,,,,,,,,,
SP,1988,19,1988-01-19,1,5,935,1115,-4,ENE,5,,99,1
SP,1988,19,1988-01-19,1,,,,,,,,,1
SP,1988,60,1988-02-29,1,5.8,950,1215,-3,NE,9,,99,1
SP,1988,60,1988-02-29,1,,,,,,,,,1
SP,1988,95,1988-04-04,1,7.5,1000,1200,8,S,3,,99,1
SP,1988,95,1988-04-04,1,,,,,,,,,1
SP,1988,116,1988-04-25,1,3.7,947,1136,14,SW,8,6,10,
SP,1988,116,1988-04-25,1,,,,,,,,,
SP,1988,130,1988-05-09,1,6,910,1125,13,SSW,8,8,99,
SP,1988,130,1988-05-09,1,,,,,,,,,
SP,1988,145,1988-05-24,1,8.3,1312,1620,14,NE,15,10,5,
SP,1988,145,1988-05-24,1,,,,,,,,,
SP,1988,158,1988-06-06,1,6.9,849,1046,25,S,5,2,0,
SP,1988,158,1988-06-06,1,,,,,,,,,
SP,1988,173,1988-06-21,1,5.2,902,1134,19,N,8,4,99,
SP,1988,173,1988-06-21,1,,,,,,,,,
SP,1988,187,1988-07-05,1,6.9,904,1031,30,E,10,5,0,
SP,1988,187,1988-07-05,1,,,,,,,,,
SP,1988,200,1988-07-18,1,8.4,909,1144,25,S,1,1,95,
SP,1988,200,1988-07-18,1,,,,,,,,,
SP,1988,214,1988-08-01,1,7.9,842,1030,25,E,6,3,70,
SP,1988,214,1988-08-01,1,,,,,,,,,
SP,1988,229,1988-08-16,1,7,1334,1542,31,SW,10,5,45,
SP,1988,229,1988-08-16,1,,,,,,,,,
SP,1988,242,1988-08-29,1,6.7,914,1104,15,W,10,5,75,
SP,1988,242,1988-08-29,1,,,,,,,,,
SP,1988,256,1988-09-12,1,6,1324,1537,14,NW,10,6,99,
SP,1988,256,1988-09-12,1,,,,,,,,,
SP,1988,271,1988-09-27,1,4.5,1329,1454,13,NW,13,6,95,
SP,1988,271,1988-09-27,1,,,,,,,,,
SP,1988,284,1988-10-10,1,5,902,1211,10,N,23,30,95,
SP,1988,284,1988-10-10,1,,,,,,,,,
SP,1988,298,1988-10-24,1,4.6,911,1103,2,NW,15,13,99,
SP,1988,298,1988-10-24,1,,,,,,,,,
SP,1988,313,1988-11-08,1,4.3,857,1038,2,W,5,2,83,
SP,1988,313,1988-11-08,1,,,,,,,,,
SP,1989,12,1989-01-12,1,4.1,1405,1535,,SW,15,,5,1
SP,1989,12,1989-01-12,1,,,,,,,,,1
SP,1989,54,1989-02-23,1,3.9,1200,1330,-8,S,6,,1,1
SP,1989,54,1989-02-23,1,,,,,,,,,1
SP,1989,88,1989-03-29,1,9.7,1345,1505,3,SW,5,,50,1
SP,1989,88,1989-03-29,1,,,,,,,,,1
SP,1989,121,1989-05-01,1,4.2,952,1202,9,NW,5,2,70,
SP,1989,121,1989-05-01,1,,,,,,,,,
SP,1989,137,1989-05-17,1,4.8,855,1030,18,S,18,8,0,
SP,1989,137,1989-05-17,1,,,,,,,,,
SP,1989,150,1989-05-30,1,4.7,900,1126,9.5,E,8,5,100,
SP,1989,150,1989-05-30,1,,,,,,,,,
SP,1989,164,1989-06-13,1,5.5,1300,1440,13.5,,0,1,100,
SP,1989,164,1989-06-13,1,,,,,,,,,
SP,1989,177,1989-06-26,1,5.8,1208,1424,24.5,W,10,4,100,
SP,1989,177,1989-06-26,1,,,,,,,,,
SP,1989,191,1989-07-10,1,6.5,837,1014,24,E,3,3,0,
SP,1989,191,1989-07-10,1,,,,,,,,,
SP,1989,205,1989-07-24,1,7.5,840,1043,25,,0,0,2,
SP,1989,205,1989-07-24,1,,,,,,,,,
SP,1989,220,1989-08-08,1,6.4,1155,1323,21.5,NE,10,4,30,
SP,1989,220,1989-08-08,1,,,,,,,,,
SP,1989,233,1989-08-21,1,7.6,825,1020,17.5,NE,8,4,100,
SP,1989,233,1989-08-21,1,,,,,,,,,
SP,1989,248,1989-09-05,1,6.9,1252,1414,22.5,W,3,6,5,
SP,1989,248,1989-09-05,1,,,,,,,,,
SP,1989,261,1989-09-18,1,6.5,834,1026,18.5,S,10,18,0,
SP,1989,261,1989-09-18,1,,,,,,,,,
SP,1989,275,1989-10-02,1,5.8,835,955,8,NW,14,9,98,
SP,1989,275,1989-10-02,1,,,,,,,,,
SP,1989,289,1989-10-16,1,5.5,1158,1359,6,N,15,23,100,
SP,1989,289,1989-10-16,1,,,,,,,,,
SP,1989,305,1989-11-01,1,4.2,835,1001,3.5,W,8,4,98,
SP,1989,305,1989-11-01,1,,,,,,,,,
SP,1989,318,1989-11-14,1,3.6,826,1013,3,NE,8,7,100,
SP,1989,318,1989-11-14,1,,,,,,,,,
SP,1990,17,1990-01-17,1,7.5,1010,1210,,NW,13,,100,1
SP,1990,17,1990-01-17,1,,,,,,,,,1
SP,1990,50,1990-02-19,1,4.9,1010,1200,-13,W,14,,0,1
SP,1990,50,1990-02-19,1,,,,,,,,,1
SP,1990,87,1990-03-28,1,7,1057,1207,7,NE,5,,95,1
SP,1990,87,1990-03-28,1,,,,,,,,,1
SP,1990,120,1990-04-30,1,3.1,1201,1355,11.5,SW,8,5,40,
SP,1990,120,1990-04-30,1,,,,,,,,,
SP,1990,135,1990-05-15,1,6.2,856,1030,11,NE,7,3,100,
SP,1990,135,1990-05-15,1,,,,,,,,,
SP,1990,149,1990-05-29,1,7.9,1353,1554,19,NNE,13,5,0,
SP,1990,149,1990-05-29,1,,,,,,,,,
