lakeid,year4,daynum,sampledate,extcoef,lightext_flag,comments
TR,1986,155,1986-06-04,,V,extcoef: Light not monotonically decreasing
TR,1986,168,1986-06-17,0.384,,
TR,1986,181,1986-06-30,0.373,,
TR,1986,196,1986-07-15,0.324,,
TR,1986,209,1986-07-28,0.391,,
TR,1986,224,1986-08-12,0.405,,
TR,1986,241,1986-08-29,,V,extcoef: Light not monotonically decreasing
TR,1986,252,1986-09-09,0.359,,
TR,1986,267,1986-09-24,0.451,,
TR,1986,279,1986-10-06,0.397,,
TR,1986,293,1986-10-20,0.483,,
TR,1986,308,1986-11-04,0.743,,
TR,1986,322,1986-11-18,0.46,,
TR,1987,13,1987-01-13,0.446,,
TR,1987,57,1987-02-26,0.056,,
TR,1987,57,1987-02-26,,V,extcoef: No light data
TR,1987,85,1987-03-26,0.442,,
TR,1987,112,1987-04-22,0.47,,
TR,1987,124,1987-05-04,0.468,,
TR,1987,139,1987-05-19,0.339,,
TR,1987,152,1987-06-01,0.388,,
TR,1987,163,1987-06-12,0.375,,
TR,1987,181,1987-06-30,0.387,,
TR,1987,196,1987-07-15,0.383,,
TR,1987,208,1987-07-27,0.391,,
TR,1987,222,1987-08-10,0.363,,
TR,1987,222,1987-08-10,,V,extcoef: No light data
TR,1987,237,1987-08-25,0.354,,
TR,1987,252,1987-09-09,0.375,,
TR,1987,265,1987-09-22,0.434,,
TR,1987,281,1987-10-08,0.43,,
TR,1987,292,1987-10-19,0.545,,
TR,1987,307,1987-11-03,0.619,,
TR,1987,321,1987-11-17,0.381,,
TR,1988,18,1988-01-18,0.455,,
TR,1988,63,1988-03-03,0.48,,
TR,1988,63,1988-03-03,,V,extcoef: No light data
TR,1988,98,1988-04-07,0.385,,
TR,1988,119,1988-04-28,0.515,,
TR,1988,131,1988-05-10,0.364,,
TR,1988,144,1988-05-23,0.417,,
TR,1988,159,1988-06-07,0.358,,
TR,1988,173,1988-06-21,0.337,,
TR,1988,188,1988-07-06,0.369,,
TR,1988,201,1988-07-19,0.351,,
TR,1988,214,1988-08-01,0.343,,
TR,1988,228,1988-08-15,0.404,,
TR,1988,242,1988-08-29,0.383,,
TR,1988,258,1988-09-14,0.42,,
TR,1988,270,1988-09-26,0.392,,
TR,1988,286,1988-10-12,0.477,,
TR,1988,300,1988-10-26,0.553,,
TR,1988,312,1988-11-07,0.524,,
TR,1989,16,1989-01-16,,V,extcoef: Insufficient light data
TR,1989,52,1989-02-21,0.332,,
TR,1989,87,1989-03-28,0.136,,
TR,1989,123,1989-05-03,0.498,,
TR,1989,135,1989-05-15,0.459,,
TR,1989,151,1989-05-31,,V,extcoef: Light not monotonically decreasing
TR,1989,163,1989-06-12,0.379,,
TR,1989,179,1989-06-28,0.351,,
TR,1989,192,1989-07-11,0.34,,
TR,1989,207,1989-07-26,0.364,,
TR,1989,219,1989-08-07,0.38,,
TR,1989,235,1989-08-23,0.346,,
TR,1989,248,1989-09-05,0.378,,
TR,1989,261,1989-09-18,0.333,,
TR,1989,277,1989-10-04,0.517,,
TR,1989,290,1989-10-17,0.428,,
TR,1989,306,1989-11-02,0.438,,
TR,1989,317,1989-11-13,0.537,,
TR,1990,16,1990-01-16,0.337,,
TR,1990,52,1990-02-21,,V,extcoef: Insufficient light data
TR,1990,89,1990-03-30,,V,extcoef: No light data
TR,1990,122,1990-05-02,0.458,,
TR,1990,134,1990-05-14,0.363,,
TR,1990,149,1990-05-29,0.334,,
TR,1990,162,1990-06-11,0.302,,
TR,1990,176,1990-06-25,0.309,,
TR,1990,191,1990-07-10,0.345,,
TR,1990,204,1990-07-23,,V,extcoef: Light not monotonically decreasing
TR,1990,219,1990-08-07,0.372,,
TR,1990,232,1990-08-20,0.357,,
TR,1990,248,1990-09-05,0.349,,
TR,1990,261,1990-09-18,0.383,,
TR,1990,275,1990-10-02,0.396,,
TR,1990,288,1990-10-15,0.527,,
TR,1990,303,1990-10-30,0.787,,
TR,1990,317,1990-11-13,0.642,,
TR,1991,15,1991-01-15,0.521,,
TR,1991,51,1991-02-20,0.477,,
TR,1991,91,1991-04-01,0.641,,
TR,1991,128,1991-05-08,0.424,,
TR,1991,140,1991-05-20,0.436,,
TR,1991,155,1991-06-04,0.426,,
TR,1991,170,1991-06-19,0.349,,
TR,1991,184,1991-07-03,0.342,,
TR,1991,198,1991-07-17,0.399,,
TR,1991,212,1991-07-31,0.34,,
TR,1991,225,1991-08-13,0.357,,
TR,1991,240,1991-08-28,0.375,,
TR,1991,254,1991-09-11,0.322,,
TR,1991,270,1991-09-27,0.458,,
TR,1991,282,1991-10-09,0.472,,
TR,1991,315,1991-11-11,0.55,,
TR,1992,14,1992-01-14,0.466,,
TR,1992,64,1992-03-04,0.289,,
TR,1992,85,1992-03-25,0.305,,
TR,1992,132,1992-05-11,0.501,,
TR,1992,140,1992-05-19,0.418,,
TR,1992,155,1992-06-03,,V,extcoef: Light not monotonically decreasing
TR,1992,168,1992-06-16,0.338,,
TR,1992,188,1992-07-06,0.371,,
TR,1992,198,1992-07-16,0.354,,
TR,1992,209,1992-07-27,0.352,,
TR,1992,226,1992-08-13,0.394,,
TR,1992,237,1992-08-24,0.337,,
TR,1992,253,1992-09-09,0.315,,
TR,1992,265,1992-09-21,0.465,,
TR,1992,280,1992-10-06,0.389,,
TR,1992,293,1992-10-19,0.383,,
TR,1992,315,1992-11-10,0.372,,
TR,1993,12,1993-01-12,,V,extcoef: Insufficient light data
TR,1993,60,1993-03-01,0.363,,
TR,1993,81,1993-03-22,0.58,,
TR,1993,130,1993-05-10,,V,extcoef: Light not monotonically decreasing
TR,1993,137,1993-05-17,0.345,,
TR,1993,152,1993-06-01,0.436,,
TR,1993,168,1993-06-17,0.34,,
TR,1993,180,1993-06-29,0.341,,
TR,1993,194,1993-07-13,0.339,,
TR,1993,208,1993-07-27,0.313,,
TR,1993,222,1993-08-10,0.378,,
TR,1993,237,1993-08-25,0.406,,
TR,1993,250,1993-09-07,0.398,,
TR,1993,263,1993-09-20,0.397,,
TR,1993,278,1993-10-05,0.541,,
TR,1993,291,1993-10-18,,V,extcoef: Insufficient light data
TR,1993,312,1993-11-08,0.606,,
TR,1994,27,1994-01-27,,V,extcoef: Insufficient light data
TR,1994,54,1994-02-23,0.33,,
TR,1994,94,1994-04-04,,V,extcoef: Insufficient light data
TR,1994,124,1994-05-04,0.371,,
TR,1994,138,1994-05-18,0.404,,
TR,1994,154,1994-06-03,0.37,,
TR,1994,165,1994-06-14,0.354,,
TR,1994,179,1994-06-28,,V,extcoef: Light not monotonically decreasing
TR,1994,194,1994-07-13,,V,extcoef: Light not monotonically decreasing
TR,1994,207,1994-07-26,0.346,,
TR,1994,220,1994-08-08,0.368,,
TR,1994,235,1994-08-23,0.353,,
TR,1994,250,1994-09-07,,V,extcoef: No light data
TR,1994,262,1994-09-19,0.402,,
TR,1994,277,1994-10-04,0.531,,
TR,1994,292,1994-10-19,0.498,,
TR,1994,304,1994-10-31,0.638,,
TR,1994,319,1994-11-15,0.889,,
TR,1995,10,1995-01-10,0.471,,
TR,1995,47,1995-02-16,0.377,,
TR,1995,80,1995-03-21,0.302,,
TR,1995,124,1995-05-04,0.366,,
TR,1995,138,1995-05-18,0.429,,
TR,1995,152,1995-06-01,0.408,,
TR,1995,165,1995-06-14,0.35,,
TR,1995,180,1995-06-29,0.357,,
TR,1995,193,1995-07-12,0.339,,
TR,1995,207,1995-07-26,0.328,,
TR,1995,221,1995-08-09,0.287,,
TR,1995,236,1995-08-24,0.365,,
TR,1995,251,1995-09-08,,V,extcoef: Light not monotonically decreasing
TR,1995,264,1995-09-21,0.411,,
TR,1995,277,1995-10-04,0.395,,
TR,1995,291,1995-10-18,0.527,,
TR,1995,306,1995-11-02,0.518,,
TR,1995,319,1995-11-15,0.574,,
TR,1996,26,1996-01-26,,V,extcoef: Insufficient light data
TR,1996,53,1996-02-22,0.654,,
TR,1996,93,1996-04-02,,V,extcoef: Insufficient light data
TR,1996,141,1996-05-20,0.468,,
TR,1996,152,1996-05-31,0.479,,
TR,1996,163,1996-06-11,0.345,,
TR,1996,176,1996-06-24,,V,extcoef: Light not monotonically decreasing
TR,1996,191,1996-07-09,0.382,,
TR,1996,206,1996-07-24,0.434,,
TR,1996,218,1996-08-05,0.371,,
TR,1996,232,1996-08-19,0.371,,
TR,1996,250,1996-09-06,,V,extcoef: Light not monotonically decreasing
TR,1996,260,1996-09-16,0.402,,
TR,1996,274,1996-09-30,0.419,,
TR,1996,289,1996-10-15,0.494,,
TR,1996,312,1996-11-07,0.705,,
TR,1997,24,1997-01-24,,V,extcoef: Insufficient light data
TR,1997,52,1997-02-21,0.514,,
TR,1997,99,1997-04-09,0.373,,
TR,1997,133,1997-05-13,0.527,,
TR,1997,143,1997-05-23,0.472,,
TR,1997,156,1997-06-05,,V,extcoef: Light not monotonically decreasing
TR,1997,168,1997-06-17,0.312,,
TR,1997,183,1997-07-02,0.309,,
TR,1997,197,1997-07-16,,V,extcoef: Light not monotonically decreasing
TR,1997,211,1997-07-30,,V,extcoef: No light data
TR,1997,224,1997-08-12,0.275,,
TR,1997,238,1997-08-26,,V,extcoef: No light data
TR,1997,252,1997-09-09,0.297,,
TR,1997,266,1997-09-23,0.369,,
TR,1997,281,1997-10-08,0.376,,
TR,1997,296,1997-10-23,0.618,,
TR,1997,315,1997-11-11,0.872,,
TR,1998,16,1998-01-16,,V,extcoef: Insufficient light data
TR,1998,51,1998-02-20,0.604,,
TR,1998,79,1998-03-20,0.716,,
TR,1998,111,1998-04-21,0.564,,
TR,1998,127,1998-05-07,0.428,,
TR,1998,141,1998-05-21,0.331,,
TR,1998,155,1998-06-04,0.371,,
TR,1998,167,1998-06-16,0.326,,
TR,1998,183,1998-07-02,0.326,,
TR,1998,197,1998-07-16,0.321,,
TR,1998,210,1998-07-29,0.384,,
TR,1998,225,1998-08-13,0.327,,
TR,1998,237,1998-08-25,0.338,,
TR,1998,254,1998-09-11,,V,extcoef: Light not monotonically decreasing
TR,1998,266,1998-09-23,0.415,,
TR,1998,281,1998-10-08,0.575,,
TR,1998,294,1998-10-21,0.574,,
TR,1998,317,1998-11-13,0.982,,
TR,1999,20,1999-01-20,,V,extcoef: Insufficient light data
TR,1999,57,1999-02-26,,V,extcoef: Insufficient light data
TR,1999,85,1999-03-26,0.431,,
TR,1999,130,1999-05-10,0.435,,
TR,1999,137,1999-05-17,0.456,,
TR,1999,159,1999-06-08,0.327,,
TR,1999,166,1999-06-15,0.352,,
TR,1999,180,1999-06-29,0.363,,
TR,1999,193,1999-07-12,0.385,,
TR,1999,208,1999-07-27,0.398,,
TR,1999,221,1999-08-09,0.405,,
TR,1999,235,1999-08-23,0.396,,
TR,1999,251,1999-09-08,0.448,,
TR,1999,264,1999-09-21,0.471,,
TR,1999,278,1999-10-05,0.656,,
TR,1999,291,1999-10-18,0.605,,
TR,1999,312,1999-11-08,0.681,,
TR,2000,19,2000-01-19,,V,extcoef: Insufficient light data
TR,2000,55,2000-02-24,0.374,,
TR,2000,101,2000-04-10,0.479,,
TR,2000,115,2000-04-24,0.465,,
TR,2000,122,2000-05-01,0.403,,
TR,2000,137,2000-05-16,0.36,,
TR,2000,152,2000-05-31,0.351,,
TR,2000,164,2000-06-12,0.313,,
TR,2000,179,2000-06-27,0.321,,
TR,2000,193,2000-07-11,0.289,,
TR,2000,207,2000-07-25,0.356,,
TR,2000,220,2000-08-07,0.338,,
TR,2000,235,2000-08-22,0.375,,
TR,2000,249,2000-09-05,0.374,,
TR,2000,263,2000-09-19,0.457,,
TR,2000,278,2000-10-04,0.543,,
TR,2000,292,2000-10-18,0.475,,
TR,2000,305,2000-10-31,0.462,,
TR,2000,327,2000-11-22,0.553,,
TR,2001,25,2001-01-25,0.387,,
TR,2001,58,2001-02-27,0.312,,
TR,2001,96,2001-04-06,0.203,,
TR,2001,122,2001-05-02,0.398,,
TR,2001,137,2001-05-17,0.401,,
TR,2001,150,2001-05-30,0.301,,
TR,2001,165,2001-06-14,0.29,,
TR,2001,178,2001-06-27,0.303,,
TR,2001,192,2001-07-11,0.275,,
TR,2001,207,2001-07-26,0.312,J,extcoef: Calculated from raw light profile; not corrected for changes in surface light
TR,2001,220,2001-08-08,0.35,,
TR,2001,234,2001-08-22,0.365,,
TR,2001,250,2001-09-07,0.324,,
TR,2001,262,2001-09-19,0.322,,
TR,2001,276,2001-10-03,0.34,,
TR,2001,291,2001-10-18,0.401,,
TR,2001,305,2001-11-01,0.605,,
TR,2001,318,2001-11-14,0.544,,
TR,2002,21,2002-01-21,0.273,,
TR,2002,56,2002-02-25,0.255,,
TR,2002,93,2002-04-03,0.094,,
TR,2002,116,2002-04-26,0.369,,
TR,2002,128,2002-05-08,,V,extcoef: Light not monotonically decreasing
TR,2002,141,2002-05-21,0.29,,
TR,2002,156,2002-06-05,0.382,,
TR,2002,170,2002-06-19,0.263,,
TR,2002,183,2002-07-02,0.354,,
TR,2002,196,2002-07-15,0.318,,
TR,2002,210,2002-07-29,0.365,,
TR,2002,225,2002-08-13,0.3,,
TR,2002,238,2002-08-26,0.362,,
TR,2002,254,2002-09-11,0.39,,
TR,2002,268,2002-09-25,0.303,,
TR,2002,281,2002-10-08,0.342,,
TR,2002,296,2002-10-23,0.334,,
TR,2002,310,2002-11-06,0.519,,
TR,2003,16,2003-01-16,0.423,,
TR,2003,70,2003-03-11,0.46,,
TR,2003,93,2003-04-03,,V,extcoef: Insufficient light data
TR,2003,121,2003-05-01,0.398,,
TR,2003,133,2003-05-13,0.472,,
TR,2003,149,2003-05-29,,V,extcoef: No light data
TR,2003,161,2003-06-10,0.271,,
TR,2003,175,2003-06-24,0.333,,
TR,2003,189,2003-07-08,0.312,,
TR,2003,203,2003-07-22,0.329,,
TR,2003,217,2003-08-05,0.345,,
TR,2003,231,2003-08-19,0.304,,
TR,2003,248,2003-09-05,0.379,,
TR,2003,265,2003-09-22,0.35,,
TR,2003,273,2003-09-30,0.394,,
TR,2003,288,2003-10-15,,V,extcoef: No light data
TR,2003,300,2003-10-27,0.451,,
TR,2003,325,2003-11-21,0.586,,
TR,2004,27,2004-01-27,,V,extcoef: Insufficient light data
TR,2004,47,2004-02-16,,V,extcoef: Insufficient light data
TR,2004,90,2004-03-30,0.248,,
TR,2004,119,2004-04-28,,V,extcoef: No light data
TR,2004,135,2004-05-14,,V,extcoef: No light data
TR,2004,147,2004-05-26,0.362,,
TR,2004,162,2004-06-10,0.333,,
TR,2004,175,2004-06-23,0.322,,
TR,2004,190,2004-07-08,0.331,,
TR,2004,202,2004-07-20,0.348,,
TR,2004,217,2004-08-04,0.368,,
TR,2004,232,2004-08-19,0.389,,
TR,2004,246,2004-09-02,0.353,,
TR,2004,265,2004-09-21,,V,extcoef: No light data
TR,2004,274,2004-09-30,0.436,,
TR,2004,288,2004-10-14,0.381,,
TR,2004,302,2004-10-28,0.341,,
TR,2004,315,2004-11-10,0.749,,
TR,2005,21,2005-01-21,0.526,,
TR,2005,62,2005-03-03,0.272,,
TR,2005,95,2005-04-05,0.278,,
TR,2005,111,2005-04-21,0.42,,
TR,2005,123,2005-05-03,0.406,,
TR,2005,137,2005-05-17,0.397,,
TR,2005,153,2005-06-02,0.358,,
TR,2005,167,2005-06-16,0.304,,
TR,2005,182,2005-07-01,0.321,,
TR,2005,194,2005-07-13,0.298,,
TR,2005,208,2005-07-27,0.316,,
TR,2005,223,2005-08-11,0.373,,
TR,2005,236,2005-08-24,0.388,,
TR,2005,250,2005-09-07,0.318,,
TR,2005,262,2005-09-19,0.384,,
TR,2005,280,2005-10-07,0.393,,
TR,2005,291,2005-10-18,0.477,,
TR,2005,301,2005-10-28,,V,extcoef: No light data
TR,2005,318,2005-11-14,0.704,,
TR,2006,20,2006-01-20,0.479,,
TR,2006,45,2006-02-14,0.46,,
TR,2006,95,2006-04-05,0.228,,
TR,2006,111,2006-04-21,0.46,,
TR,2006,125,2006-05-05,0.434,,
TR,2006,137,2006-05-17,0.395,,
TR,2006,153,2006-06-02,0.386,,
TR,2006,165,2006-06-14,0.355,,
TR,2006,178,2006-06-27,0.338,,
TR,2006,191,2006-07-10,0.313,,
TR,2006,205,2006-07-24,0.305,,
TR,2006,220,2006-08-08,0.355,,
TR,2006,233,2006-08-21,0.381,,
TR,2006,249,2006-09-06,0.359,,
TR,2006,263,2006-09-20,0.393,,
TR,2006,276,2006-10-03,0.343,,
TR,2006,290,2006-10-17,0.389,J,extcoef: Calculated from raw light profile; not corrected for changes in surface light
TR,2006,303,2006-10-30,0.624,J,extcoef: Calculated from raw light profile; not corrected for changes in surface light
TR,2007,18,2007-01-18,0.448,,
TR,2007,57,2007-02-26,,V,extcoef: Insufficient light data
TR,2007,88,2007-03-29,0.355,,
TR,2007,116,2007-04-26,0.393,,
TR,2007,128,2007-05-08,0.413,,
TR,2007,143,2007-05-23,0.35,,
TR,2007,155,2007-06-04,0.336,,
TR,2007,171,2007-06-20,0.305,,
TR,2007,184,2007-07-03,0.275,,
TR,2007,198,2007-07-17,0.333,,
TR,2007,212,2007-07-31,0.316,,
TR,2007,226,2007-08-14,0.299,,
TR,2007,240,2007-08-28,0.334,,
TR,2007,255,2007-09-12,0.354,,
TR,2007,269,2007-09-26,0.397,,
TR,2007,284,2007-10-11,0.374,,
TR,2007,297,2007-10-24,0.428,,
TR,2007,317,2007-11-13,0.517,,
TR,2008,32,2008-02-01,0.247,,
TR,2008,58,2008-02-27,0.237,,
TR,2008,88,2008-03-28,0.227,,
TR,2008,133,2008-05-12,0.435,,
TR,2008,143,2008-05-22,0.36,,
TR,2008,156,2008-06-04,0.318,,
TR,2008,171,2008-06-19,0.285,,
TR,2008,185,2008-07-03,0.264,,
TR,2008,199,2008-07-17,0.275,,
TR,2008,213,2008-07-31,0.292,,
TR,2008,226,2008-08-13,0.3,,
TR,2008,240,2008-08-27,0.294,,
TR,2008,254,2008-09-10,0.347,,
TR,2008,268,2008-09-24,,V,extcoef: No light data
TR,2008,269,2008-09-25,0.319,,
TR,2008,284,2008-10-10,0.327,,
TR,2008,297,2008-10-23,0.363,,
TR,2008,316,2008-11-11,0.523,,
TR,2009,19,2009-01-19,,V,extcoef: No light data
TR,2009,47,2009-02-16,0.249,,
TR,2009,82,2009-03-23,0.291,,
TR,2009,120,2009-04-30,0.395,,
TR,2009,131,2009-05-11,0.343,,
TR,2009,148,2009-05-28,0.301,,
TR,2009,159,2009-06-08,0.286,,
TR,2009,175,2009-06-24,0.247,,
TR,2009,188,2009-07-07,0.251,,
TR,2009,201,2009-07-20,0.281,,
TR,2009,215,2009-08-03,0.275,,
TR,2009,230,2009-08-18,0.29,,
TR,2009,243,2009-08-31,0.311,,
TR,2009,258,2009-09-15,0.293,,
TR,2009,273,2009-09-30,0.298,,
TR,2009,286,2009-10-13,0.357,,
TR,2009,300,2009-10-27,0.553,,
TR,2009,314,2009-11-10,0.492,,
TR,2010,13,2010-01-13,0.217,,
TR,2010,41,2010-02-10,0.283,,
TR,2010,104,2010-04-14,0.379,,
TR,2010,118,2010-04-28,0.326,,
TR,2010,133,2010-05-13,0.272,,
TR,2010,146,2010-05-26,0.235,,
TR,2010,160,2010-06-09,0.237,,
TR,2010,173,2010-06-22,0.223,,
TR,2010,188,2010-07-07,0.253,,
TR,2010,202,2010-07-21,0.257,,
TR,2010,216,2010-08-04,0.256,,
TR,2010,230,2010-08-18,0.285,,
TR,2010,245,2010-09-02,0.268,,
TR,2010,256,2010-09-13,0.304,,
TR,2010,272,2010-09-29,,V,extcoef: Light not monotonically decreasing
TR,2010,284,2010-10-11,0.323,,
TR,2010,298,2010-10-25,0.338,,
TR,2010,316,2010-11-12,0.425,,
TR,2011,13,2011-01-13,0.227,,
TR,2011,47,2011-02-16,0.235,,
TR,2011,76,2011-03-17,0.238,,
TR,2011,124,2011-05-04,0.4,,
TR,2011,139,2011-05-19,0.321,,
TR,2011,153,2011-06-02,0.329,,
TR,2011,167,2011-06-16,,V,extcoef: Light not monotonically decreasing
TR,2011,180,2011-06-29,,V,extcoef: Light not monotonically decreasing
TR,2011,182,2011-07-01,,V,extcoef: No light data
TR,2011,194,2011-07-13,0.258,,
TR,2011,198,2011-07-17,,V,extcoef: No light data
TR,2011,207,2011-07-26,,V,extcoef: No light data
TR,2011,209,2011-07-28,0.286,,
TR,2011,223,2011-08-11,0.33,,
TR,2011,224,2011-08-12,,V,extcoef: No light data
TR,2011,237,2011-08-25,0.34,,
TR,2011,252,2011-09-09,0.324,,
TR,2011,264,2011-09-21,0.283,,
TR,2011,278,2011-10-05,0.348,,
TR,2011,294,2011-10-21,0.452,,
TR,2011,306,2011-11-02,0.366,,
TR,2011,318,2011-11-14,0.523,,
TR,2012,16,2012-01-16,,,
TR,2012,53,2012-02-22,,,
TR,2012,95,2012-04-04,,,
TR,2012,108,2012-04-17,,,
TR,2012,122,2012-05-01,,,
TR,2012,135,2012-05-14,,,
TR,2012,151,2012-05-30,,,
TR,2012,152,2012-05-31,,,
TR,2012,164,2012-06-12,,,
TR,2012,165,2012-06-13,,,
TR,2012,177,2012-06-25,,,
TR,2012,191,2012-07-09,,,
TR,2012,206,2012-07-24,,,
TR,2012,219,2012-08-06,,,
TR,2012,234,2012-08-21,,,
TR,2012,250,2012-09-06,,,
TR,2012,265,2012-09-21,,,
TR,2012,276,2012-10-02,,,
TR,2012,290,2012-10-16,,,
TR,2012,306,2012-11-01,,,
TR,2012,314,2012-11-09,,,
